time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,pnl_cum
2025-08-11 18:35:00+00:00,EURUSD,sell,1.1603199999999998,1.1613199999999997,1.1583199999999998,1.1613699999999998,-0.0010699999999999954,trend_sell_ok=true; cooldown_inactive; ATR ~0.0005; volatility elevated (vol_rel ~1.38); choose sell with SL=2*ATR and TP=2x SL to avoid tight stops.,SL,-0.0010699999999999954
2025-08-11 22:05:00+00:00,EURUSD,sell,1.1609999999999998,1.1614403571428569,1.1602660714285713,1.1603160714285714,0.0006639285714284049,trend_sell_ok=true; cooldown_active=false; atr_min_hint=0.00025 not violated; atr=0.0002935714285714327; loss_pressure=1; loss_streak=1; choose SELL with SL=1.5*ATR and TP=2*ATR to be moderately conservative and aligned with ATR/volatility.,TP,-0.0004060714285715906
2025-08-11 23:35:00+00:00,EURUSD,sell,1.1615799999999998,1.1621799999999998,1.1603799999999997,1.1622299999999999,-0.0006700000000000395,trend_sell_ok is True; ATR above atr_min_hint; cooldown_active is false; loss_pressure=0 (normal). Sell setup with SL ~2.2*ATR (0.0006) and TP ~4.4*ATR (0.0012) to fit current volatility.,SL,-0.00107607142857163
2025-08-12 06:20:00+00:00,EURUSD,buy,1.16215,1.1617503571428571,1.1628160714285714,1.161700357142857,-0.00046964285714299556,"trend_buy_ok true; cooldown_inactive; atr 0.000266 >= atr_min_hint 0.00025; loss_pressure 1 -> moderately conservative; SL ~1.24x ATR, TP ~2.48x ATR; vol_rel 0.95 (normal volatility).",SL,-0.0015457142857146257
2025-08-12 17:50:00+00:00,EURUSD,buy,1.16595,1.1643139285714286,1.168676785714286,1.1686267857142858,0.0026567857142857565,trend_buy_ok=true; loss_pressure=1 (modérément conservateur) -> SL ~1.3x ATR et TP ~2x ATR; ATR_min_hint satisfait; cooldown_inactive; volatilité compatible avec setup haussier,TP,0.0011110714285711308
2025-08-12 19:05:00+00:00,EURUSD,buy,1.16697,1.1656585714285714,1.1691557142857143,1.1691057142857142,0.0021157142857141297,trend_buy_ok actif; cooldown_active false; loss_pressure 0 (normal); SL = 1.5 * ATR; TP = 2.5 * ATR; niveaux cohérents avec volatilité actuelle et ATR.,TP,0.0032267857142852605
2025-08-13 10:05:00+00:00,EURUSD,buy,1.16954,1.1686400000000001,1.17204,1.1719899999999999,0.002429999999999841,trend_buy_ok is True; ATR-based SL/TP with normal loss_pressure; avoid stops too tight; volatility supports a larger TP.,TP,0.005656785714285102
2025-08-13 11:35:00+00:00,EURUSD,buy,1.17188,1.17118,1.17328,1.17113,-0.0007700000000000285,"Buy signal conforme trend_buy_ok; cooldown inactive; ATR > atr_min_hint; loss_pressure=0 (normal); volatilité élevée (vol_rel≈1.46). SL=0.0007, TP=0.0014.",SL,0.004886785714285073
2025-08-13 14:50:00+00:00,EURUSD,buy,1.17162,1.1710960714285714,1.1724932142857143,1.1710460714285713,-0.0005939285714287946,"Loss pressure 1.0 -> moderately conservative. Only trend_buy_ok is true (trend_sell_ok is false); cooldown inactive. ATR ~0.000349 -> SL/TP set slightly larger than normal (SL ~0.0004, TP ~0.0008) to align with volatility regime.",SL,0.004292857142856279
2025-08-14 00:20:00+00:00,EURUSD,sell,1.1698199999999999,1.1702164285714285,1.1691592857142856,1.1702664285714286,-0.0004664285714287364,"Sell: trend_sell_ok=true, price below SMA20, ATR above atr_min_hint, cooldown inactive; loss_pressure=1 => moderate conservatism with slightly larger SL/TP.",SL,0.003826428571427542
