time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,pnl_cum
2025-08-11 18:25:00+00:00,EURUSD,sell,1.15956,1.1604599999999998,1.15776,1.16051,-0.0009700000000000064,"trend_sell_ok=true; atr>atr_min_hint; cooldown_active=false; loss_pressure=0; vol_rel>1; normal aggressivity. SL ~1.9*ATR (~0.0009), TP ~3.8*ATR (~0.0018).",SL,-0.0009700000000000064
2025-08-11 19:05:00+00:00,EURUSD,sell,1.16068,1.16133,1.1594799999999998,1.16138,-0.000720000000000145,loss_pressure=1.0; trend_sell_ok=true; atr=0.0004307>atr_min_hint(0.00025); cooldown_active=false; vol_rel=1.0147; rsi14=72.695; loss_streak=1; win_streak=0; moderately conservative SL/TP with no cooldown.,SL,-0.0016900000000001515
2025-08-12 06:15:00+00:00,EURUSD,buy,1.1622800000000002,1.1618707142857145,1.162962142857143,1.1618207142857144,-0.00047928571428577314,"loss_pressure=1 -> modérément conservateur; SL ≈1.1×ATR (0.0003), TP ≈2.2×ATR (0.0006); atr_min_hint OK; cooldown inactive; trend_buy_ok active.",SL,-0.0021692857142859246
2025-08-12 08:15:00+00:00,EURUSD,buy,1.1626800000000002,1.1619300000000001,1.1641800000000002,1.16188,-0.000820000000000134,loss_pressure=2.0; trend_buy_ok=true; trend_sell_ok=false; cooldown_active=false; atr=0.00025; atr_min_hint=0.00025; choix d'achat avec SL plus large et TP plus ambitieux en contexte de perte (loss_streak=3) et volatilité modérée.,SL,-0.0029892857142860586
2025-08-12 17:25:00+00:00,EURUSD,buy,1.16541,1.1636475,1.1683475,1.1682975,0.0028674999999999317,trend_buy_ok=true et trend_sell_ok=false; cooldown_active=false; atr>atr_min_hint; loss_pressure=1.5 (modérément conservateur); SL~1.19*ATR (0.0014) et TP~1.79*ATR (0.0021); volatilité_rel élevée (~1.49).,TP,-0.0001217857142861269
2025-08-12 18:40:00+00:00,EURUSD,buy,1.1688200000000002,1.1676360714285716,1.1707932142857145,1.1675860714285715,-0.0012539285714286775,trend_buy_ok=true; ATR-based levels with normal risk given vol_rel~0.85 and cooldown inactive; SL≈1×ATR (~0.00079) -> 0.0009; TP≈2×ATR -> 0.0016.,SL,-0.0013757142857148043
2025-08-12 19:25:00+00:00,EURUSD,buy,1.16781,1.1665221428571428,1.1699564285714286,1.1664721428571427,-0.0013578571428572795,buy: trend_buy_ok=true; trend_sell_ok=false; cooldown_active=false; loss_pressure=1 (modérément conservateur); ATR=0.0008586; SL légèrement plus grand que normal (0.0012); TP plus ambitieux (0.0019); respect des règles et cohérence avec volatilité et volatilité relative.,SL,-0.002733571428572084
2025-08-12 22:10:00+00:00,EURUSD,buy,1.1666100000000001,1.1658857142857144,1.1676964285714286,1.1676464285714285,0.0010164285714283827,loss_pressure=2.0; trend_buy_ok=true; trend_sell_ok=false; cooldown_active=false; atr=0.0003621428571428347; volatility regime moderate (vol_rel=0.322); choose buy with SL=2*ATR and TP=3*ATR to reflect high loss_pressure while not being overly aggressive given flags.,TP,-0.0017171428571437011
2025-08-13 03:55:00+00:00,EURUSD,buy,1.1680000000000001,1.1676228571428573,1.168754,1.1675728571428572,-0.0004471428571429592,trend_buy_ok true; loss_pressure 0.5 (normal); atr 0.0002514 > atr_min_hint 0.00025; cooldown_active false; volatility regime normal; SL ~1.5xATR (0.000377) and TP ~3xATR (0.000754) to reflect volatility and avoid tight stops.,SL,-0.0021642857142866604
2025-08-13 05:00:00+00:00,EURUSD,buy,1.16775,1.1671692857142857,1.1687178571428571,1.1671192857142856,-0.0006507142857144843,trend_buy_ok true; trend_sell_ok false; cooldown_active false; atr 0.00038714 > atr_min_hint 0.00025; loss_pressure 1.5 => moderately conservative; SL ~1.25x ATR; TP ~2x ATR; volatilité élevée (vol_rel 1.15) -> niveaux ATR-based compatibles,SL,-0.0028150000000011447
2025-08-13 10:05:00+00:00,EURUSD,buy,1.16954,1.1686328571428573,1.1709007142857144,1.1708507142857143,0.0012907142857142761,"buy signal due to trend_buy_ok; loss_pressure 2.5 requires larger SL/TP (SL=2*ATR, TP=3*ATR); ATR=0.00045357142857143414",TP,-0.0015242857142868686
2025-08-13 10:25:00+00:00,EURUSD,buy,1.17107,1.169987,1.1726940000000001,1.172644,0.0015539999999999643,"trend_buy_ok=true; loss_pressure=1.0 -> moderately conservative; ATR-based levels: SL≈ATR*2 (0.001083), TP≈ATR*3 (0.001624); cooldown_active=false; volatility elevated (vol_rel=1.37) so stops not too tight.",TP,2.9714285713095673e-05
2025-08-13 12:40:00+00:00,EURUSD,buy,1.17269,1.1721039285714285,1.1736667857142857,1.1720539285714284,-0.000656071428571583,"trend_buy_ok is True and trend_sell_ok is False; cooldown_active is False; atr (0.0003907142857143077) > atr_min_hint (0.00025); loss_pressure = 0 (normal); SL = 1.5 * ATR, TP = 2 * ATR to align with current volatility.",SL,-0.0006263571428584873
2025-08-13 13:55:00+00:00,EURUSD,buy,1.1721300000000001,1.1716210714285715,1.17301,1.1715710714285714,-0.0005789285714286963,trend_buy_ok=true; cooldown_active=false; loss_pressure=1 => moderately conservative. ATR=0.000339...; set SL ≈1.3×ATR (0.00044) and TP ≈2.6×ATR (0.00088) to align with current volatility (vol_rel≈0.945) and avoid tight stops.,SL,-0.0012052857142871836
2025-08-13 14:35:00+00:00,EURUSD,buy,1.1712,1.1706,1.1722,1.17055,-0.0006700000000000395,"trend_buy_ok=true => buy; cooldown_active=false; atr=0.000337 > atr_min_hint=0.00025; loss_pressure=2 but rule 1 overrides; SL ~1.8x ATR, TP ~3x ATR; vol_rel moderate (0.906)",SL,-0.001875285714287223
