time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,pnl_cum
2025-08-20 10:05:00+00:00,EURUSD,sell,1.16377,1.16432,1.1626699999999999,1.1643700000000001,-0.000620000000000156,"Bearish cross: SMA20 < SMA100 while price is above both SMAs; indicates potential downside reversal. ATR-based risk: sl ~1 ATR (0.00055), tp ~2 ATR (0.0011); spread is low, volatility moderate.",SL,-0.000620000000000156
2025-08-20 10:25:00+00:00,EURUSD,buy,1.16459,1.164107142857143,1.1655557142857143,1.164057142857143,-0.0005528571428571128,"Price is above both SMA20 (1.163492) and SMA100 (1.1634608), indicating a bullish trend. Use ATR-based sizing: stop-loss ≈1 ATR (0.000482857...), take-profit ≈2 ATR (0.000965714...). Spread is small (0.0001), supporting a long setup.",SL,-0.0011728571428572688
2025-08-20 10:45:00+00:00,EURUSD,buy,1.16408,1.1636657142857143,1.1649085714285714,1.1636157142857142,-0.0004842857142858059,Signal haussier: close (1.16403) est au-dessus des sma20 (1.163608) et sma100 (1.1634573); dynamique haussière et volatilité raisonnable; spread faible (0.0001). SL à 1 ATR (~0.0004143) et TP à 2 ATR (~0.00082857) pour un ratio risque/rendement d'environ 2:1.,SL,-0.0016571428571430747
2025-08-20 11:50:00+00:00,EURUSD,buy,1.1636900000000001,1.163292142857143,1.1644857142857143,1.1644357142857142,0.0007257142857141274,"Le close est au-dessus du SMA100, indiquant une tendance haussière à plus long terme; le prix est en léger retracement sous le SMA20 (retracement vers un support potentiel près du SMA20); la volatilité est modérée selon l'ATR et la volatilité_mean, ce qui suggère un ratio risque/rendement favorable avec SL basé sur l'ATR et TP environ 2xATR.",TP,-0.0009314285714289473
2025-08-20 12:40:00+00:00,EURUSD,buy,1.1645200000000002,1.1641414285714289,1.1652771428571431,1.165227142857143,0.0006871428571427951,"Bullish setup: close > sma20 > sma100, tendance haussière; ATR indique volatilité moyenne; SL ≈ ATR (0.00037857), TP ≈ 2×ATR (0.00075714); spread faible.",TP,-0.00024428571428615226
2025-08-20 13:20:00+00:00,EURUSD,buy,1.1653900000000001,1.1650628571428574,1.1660442857142859,1.1650128571428573,-0.00039714285714285367,Prix de clôture au-dessus des SMA20 et SMA100 indiquant une tendance haussière; volatilité actuelle mesurée par l'ATR ≈ 0.000327; spread faible (~0.0001),SL,-0.000641428571429006
2025-08-20 13:30:00+00:00,EURUSD,buy,1.1655000000000002,1.165162142857143,1.1661757142857145,1.165112142857143,-0.000407857142857273,Clôture au-dessus des SMA20 et SMA100; signal haussier. Volatilité et spread modestes. SL = ATR (~0.000338); TP ~2x ATR (~0.000676).,SL,-0.001049285714286279
2025-08-20 13:40:00+00:00,EURUSD,buy,1.16521,1.1648685714285716,1.1658928571428573,1.1648185714285715,-0.0004114285714285981,Prix actuel > SMA20 et SMA100; tendance haussière confirmée; volatilité et ATR suggèrent potentiel de continuation; entrée longue.,SL,-0.0014607142857148772
2025-08-20 13:45:00+00:00,EURUSD,buy,1.1648,1.1640728571428571,1.1662542857142857,1.164022857142857,-0.0007971428571430317,"Tendance haussière confirmée: close > SMA20 et SMA100, SMA20 > SMA100; volatilité mesurée par ATR suffisante et spread faible.",SL,-0.002257857142857909
2025-08-20 15:00:00+00:00,EURUSD,buy,1.16428,1.1639692857142856,1.1649014285714285,1.1648514285714284,0.000551428571428445,"Tendance haussiere: sma20 > sma100; prix au dessus du sma100 et volatilite mesuree par ATR. SL = ATR, TP = 2*ATR.",TP,-0.001706428571429464
