time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,volume_lots,equity_before,equity_after,pnl_cum
2025-07-02 13:50:00+00:00,EURUSD,sell,1.17682,1.1776842857142857,1.1749185714285715,1.1749985714285716,120.55620616151495,"Sell: impulsion négative (slope_sma20<0, slope_sma100<0, dist_sma20<0) avec session newyork et overlap; vol_rel=1.2476 >= vol_rel_min=1.1 et atr_ratio=1.104 >= atr_ratio_min=1.0; RSI neutre (49.2); spread faible (0.00016 < 0.6*atr); ATR et conditions de risque respectés; ATR_min_hint présent et cooldown/kill_switch inactifs; supertrend_dir=down et adx14=28.27 >= adx_min=20; trend_sell_ok est True (trend_buy_ok False); perte de risque faible (loss_pressure=0) et non flat, donc ajustement de sl_mult à 2.2 et tp_rr≥2.0; SL fixé à max(2.2*atr, 3*spread_price, 1.2*stop_level_min)=0.0008642857142857237 et TP fixé à max(tp_rr*SL, 1.5*atr)=0.001901428571428592.",TP,0.81,15000.0,15120.556206161515,120.55620616151495
2025-07-03 10:50:00+00:00,EURUSD,buy,1.18032,1.1795344285714287,1.1825196,1.1794544285714286,-72.13908535348509,"buy: tous les critères de gating passés (session London_open, pas de overlap; slope_sma20>0, slope_sma100>=0, dist_sma20>0; rsi14 pas d'extrême; spread <= 0.6*atr; atr > atr_min_hint; supertrend_dir up et adx14 >= adx_min; loss_pressure=0; trades_in_day < max_trades_per_day).",SL,0.89,15120.56,15048.41712080803,48.417120808029864
2025-07-03 16:05:00+00:00,EURUSD,sell,1.17403,1.1768385714285712,1.1678511428571428,1.1769185714285713,-63.53392371304716,"sell: trend_sell_ok true and supertrend_dir=down with adx14>=adx_min; session=newyork (overlap=0); vol_rel=2.16, atr_ratio=3.50 pass gating; rsi14=32 (not extreme); spread_price=0.00016; cooldown/kill_switch inactive; loss_pressure=1.0 → sl_mult≈2.0, tp_rr≈2.2; trades_in_day=1 (within limit).",SL,0.25,15048.42,14984.883197094983,-15.116802905017295
2025-07-04 08:05:00+00:00,EURUSD,buy,1.17814,1.1775657142857143,1.1794034285714285,1.1774857142857142,-76.20375834480238,"buy enabled by trend_buy_ok; session london_open; slope_sma20 >0, slope_sma100 >=0, dist_sma20 >0; vol_rel >= vol_rel_min (1.1414 >=1.1) and atr_ratio >= atr_ratio_min (1.103 >=1.0); rsi14 not overbought; spread acceptable; supertrend_dir up and adx14 >= adx_min; loss_pressure 1.0 → adjust sl_mult to ~2.0 and tp_rr to ~2.2; risk metrics computed with ATR: sl ~2.0*ATR, tp ~2.2*SL",SL,1.21,14984.88,14908.679438750181,-91.32056124981968
2025-07-07 10:20:00+00:00,EURUSD,sell,1.1755099999999998,1.1763871428569999,1.1735802857149997,1.1736602857149998,119.49132793330199,"Sell signal: trend_sell_ok true; slope_sma20<0, slope_sma100<=0, dist_sma20<0; session london_open; vol_rel 1.383>vol_rel_min 1.1; atr_ratio 1.498>atr_ratio_min 1.0; supertrend_dir 'down' and adx14 32.22>=adx_min 20; RSI not extreme (35.8); spread 0.00016 < 0.6*atr; cooldown_active false; kill_switch_active false; loss_streak 3 but vol/session/direction favorable so trade allowed; risk calc: sl_points = max(1.8*atr, 3*spread_price, 1.2*stop_level_min) ≈ 0.00087714; tp_points = max(2.2*sl_points, 1.5*atr) ≈ 0.00192971.",TP,0.79,14908.68,15028.170766683483,28.170766683482313
2025-07-07 11:20:00+00:00,EURUSD,sell,1.17356,1.1745615714285713,1.1713565428571426,1.1714365428571427,122.27270409473272,"sell: trend_sell_ok and slopes/dist_sma satisfy sell conditions; session london_open; supertrend_dir=down and adx14>=adx_min; vol_rel and atr_ratio thresholds met; rsi14 not <28; spread_price acceptable; ATR-based SL/TP applied with sl_mult=1.8, tp_rr=2.2; loss_pressure normal; cooldown inactive; trades_in_day within limit.",TP,0.7,15028.17,15150.443470778215,150.44347077821504
2025-07-07 19:50:00+00:00,EURUSD,sell,1.17051,1.1718677142857143,1.1667083999999999,1.1719477142857144,-67.6029223123777,"Sell: conditions de direction satisfaites (slope_sma20<0, slope_sma100<=0, dist_sma20<0); session newyork OK (is_session_overlap=0); vol_rel=1.783>vol_rel_min=1.1 et atr_ratio=1.822>atr_ratio_min=1.0; rsi14 ne bloque pas (>28); spread_price=0.00016 < 0.6*atr; tendance renforcée: supertrend_dir=down et adx14=26.76>=adx_min=20; cooldown_active et kill_switch_active inactifs; sl_points calculé=1.8*atr=0.001357714..., tp_points basé sur tp_rr≈2.8 et sl_points → ~0.0038016.",SL,0.52,15150.44,15082.840548465838,82.84054846583734
2025-07-09 15:05:00+00:00,EURUSD,sell,1.16953,1.170196,1.168065,1.170276,-74.36630704472392,"Sell: trend_sell_ok true; slope_sma20<0, slope_sma100<=0, dist_sma20<0; session 'newyork' is allowed (overlap=1); vol_rel=1.217>=vol_rel_min(1.1); atr_ratio=1.019>=atr_ratio_min(1.0); spread ok; ATR-based risk: sl_mult=1.8, tp_rr=2.2 (no regime adjustment); sl_points at least 3*spread and 1.2*stop_level_min; computed sl_points=0.000666, tp_points=0.001465; loss_pressure normal; no cooldown/kill_switch; enhanced trend supports sell (supertrend_dir=down, adx14=22.67>=adx_min)",SL,1.05,15082.84,15008.474241421114,8.474241421113419
2025-07-16 09:35:00+00:00,EURUSD,buy,1.16223,1.1617465714285715,1.163293542857143,1.1616665714285714,-80.04711235019556,"buy eligible: trend_buy_ok true; session london_open with overlap 0; slope_sma20>0, slope_sma100>=0, dist_sma20>0; vol_rel=1.122>vol_rel_min(1.1) and atr_ratio=1.278>atr_ratio_min(1.0); rsi14 not extreme; spread_price=0.00016 < 0.6*atr(≈0.00016114); supertrend_dir up and adx14>=adx_min; cooldown/inhibit flags inactive; loss_pressure=0. Risk parameters set: sl=1.8*atr, tp=2.2*sl.",SL,1.45,15008.47,14928.427129070918,-71.57287092908214
2025-07-17 10:20:00+00:00,EURUSD,sell,1.15849,1.1598644285714286,1.1546416000000002,1.1599444285714287,-65.71781674802938,"Sell signal allowed: trend_sell_ok true; session london_open; dist_sma20 negative; slope_sma20 <0; vol_rel and atr_ratio above minima; rsi14 not in extreme zone; spread cheap; ATR-based SL/TP computed (sl ~1.8*ATR, tp ~2.8*SL). Loss_pressure faible (0.25) but loss_streak=3 et recent_pnl_sum<0, however vol/session/direction are favorable; supertrend_dir down and adx14>=adx_min confirm bearish bias.",SL,0.5,14928.43,14862.70931232289,-137.29068767711152
