time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,volume_lots,equity_before,equity_after,pnl_cum
2025-07-01 17:05:00+00:00,EURUSD,buy,1.1788800000000001,1.1774297100000002,1.1820706300000001,1.17734971,-66.2045098475404,"Session New York; ADX14 > ADX_min et Supertrend_dir up soutiennent BUY, mais slope_sma20 < 0 crée une divergence qui tempère le edge. Volatilité et ATR raisonnables; RSI non extrême; SL ≈ 0.00145 et TP ≈ 0.00319.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.12",SL,0.48,15000.0,14933.795490152459,-66.2045098475404
2025-07-02 13:20:00+00:00,EURUSD,sell,1.17754,1.178319142857143,1.1759817142857143,1.1760617142857144,106.33432005905377,"Session newyork overlap; SELL align sur trend_sell_ok, supertrend_dir down et ADX élevé, ATR/volatilité raisonnables et RSI neutre; ATR_slope négatif contre la position. SL≈0.000779, TP≈0.001558.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.03",TP,0.89,14933.8,15040.129810211512,40.12981021151337
2025-07-02 15:05:00+00:00,EURUSD,sell,1.17539,1.176272,1.1734495999999999,1.176352,-70.55113242416303,"Session newyork overlap; SELL aligné avec trend_sell_ok, supertrend_dir down et ADX élevé; slope_sma20<0, slope_sma100<=0, dist_sma20<0. RSI non extrême et vol_rel/atr_ratio au-dessus des minimas; SL ≈ 0.000882 et TP ≈ 0.0019404 calculés à partir de ATR et spread.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.04",SL,0.79,15040.13,14969.578677787349,-30.421322212649656
2025-07-03 04:35:00+00:00,EURUSD,buy,1.18092,1.180392857142857,1.1819742857142856,1.180312857142857,-77.80732186553936,"tokyo session; tendance haussière confirmée par trend_buy_ok et supertrend_dir up avec ADX élevé; volatilité acceptable (ATR et vol_rel > minima, RSI non extrême). SL/TP calculés à partir de l'ATR: sl ≈1.8×ATR et tp ≈2.0×sl, ajustés pour le spread.; session=tokyo; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.00",SL,1.32,14969.58,14891.77135592181,-108.22864407818902
2025-07-03 10:35:00+00:00,EURUSD,buy,1.181,1.1801114285714287,1.1833102857142856,1.1800314285714286,-70.09661763879085,"Session london_open; tendance haussière confirmée par ADX>20 et Supertrend up; volatilité modérée avec ATR positif et RSI>72 pénalise BUY; SL/TP calculés sur ATR et spread (sl_points=0.00088857, tp_points=0.00231029).; session=london_open; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.03",SL,0.78,14891.77,14821.67473828302,-178.32526171697987
2025-07-03 11:35:00+00:00,EURUSD,buy,1.18016,1.17924,1.182368,1.17916,-69.41727982068102,"Session london_open; buy signals align: trend_buy_ok, supertrend_dir up, adx14>=adx_min; vol_rel and atr_ratio above minima; RSI not extreme. Avec loss_pressure élevé, SL/TP calculés: sl_mult≈2.0 et tp_rr≈2.4 → sl_points=0.00092, tp_points=0.002208.; session=london_open; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.04",SL,0.75,14821.67,14752.257458462338,-247.74254153766088
2025-07-03 15:50:00+00:00,EURUSD,sell,1.17235,1.1748972857142856,1.1649628724285717,1.1749772857142857,-62.5808799350751,"Session newyork overlap; tendance_sell alignée (trend_sell_ok, supertrend_dir down) avec ADX élevé et vol/atr élevés. RSI faible pénalise SELL et ATR_slope non favorable; SL/TP calculés via ATR et spread.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.08",SL,0.27,14752.26,14689.676578527264,-310.32342147273596
2025-07-03 16:50:00+00:00,EURUSD,sell,1.17665,1.179076285714,1.169371139,1.169451139,170.4943625194641,"Session newyork; SELL aligné avec ADX>adx_min et direction du Supertrend down (trend_sell_ok true); volatilité suffisante (vol_rel et atr_ratio au-dessus des minima) et RSI neutre; calcul SL/TP basés sur ATR et spread: SL≈0.00243, TP≈0.00728.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.11",TP,0.28,14689.68,14860.170941046728,-139.82905895327187
2025-07-07 20:20:00+00:00,EURUSD,sell,1.16984,1.1715204285714287,1.1651348,1.1716004285714288,-64.62251230179132,"session newyork; tendance SELL forte: adx14>=adx_min, supertrend_dir=down, slope_sma20<0, dist_sma20<0; RSI proche du seuil (~28) et vol_rel/atr_ratio soutiennent la volatilité; SL/TP calculés (sl_points≈0.0016804, tp_points≈0.0047052).; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.03",SL,0.41,14860.17,14795.548428744936,-204.4515712550632
2025-07-08 06:05:00+00:00,EURUSD,buy,1.17429,1.173611142857143,1.1756477142857145,1.1735311428571429,-72.64431548790608,"session tokyo; signaux d'achat forts (trend_buy_ok, supertrend_dir up, adx14 >= adx_min) avec sma et dist_sma20 positifs; vol_rel et atr_ratio au-dessus des minima; RSI neutre; ATR_slope negatif peut freiner l'edge; SL/TP calcules selon ATR et spread.; session=tokyo; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.05",SL,1.01,14795.55,14722.904113257031,-277.09588674296924
2025-07-08 10:35:00+00:00,EURUSD,buy,1.17574,1.174812857142857,1.1777799142857142,1.174732857142857,-68.94394263323764,"Session london_open; tendance haussière validée par trend_buy_ok et supertrend_dir up avec ADX14 ~29 (>20). Volatilité faible à modérée (ATR ~0.0004636) et ATR_slope positif; RSI élevé (~78.8) pénalise BUY mais les autres indices restent favorables; calcul SL/TP basé sur ATR et spread (sl ≈ 0.000927, tp ≈ 0.002040).; session=london_open; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.06",SL,0.74,14722.9,14653.960170623794,-346.03982937620685
2025-07-09 15:20:00+00:00,EURUSD,sell,1.17081,1.1716997142857142,1.1689416,1.1717797142857143,-69.27323266200533,"New York session overlap OK; tendance baissière alignée: ADX14>ADX_min et Supertrend_dir=down, SMA20 en pente négative et SMA100 stable; volatilité modérée (ATR ~0.000494) avec spread faible; RSI neutre (~55); SL/TP calculés via ATR et spread: SL ≈ 0.00089, TP ≈ 0.00187.; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.09",SL,0.77,14653.96,14584.686937961787,-415.3130620382122
2025-07-09 16:50:00+00:00,EURUSD,sell,1.17054,1.1716042857142857,1.1684114285714282,1.1716842857142857,-67.13659871861576,"NewYork session; SELL align: trend_sell_ok et supertrend_dir down, ADX et lissage des moyennes confirment la tendance; mais slope_sma20>0 et dist_sma20<0 créent une divergence; ATR_slope négatif contre la position, RSI neutre, vol_rel et ATR ratio au-dessus des minima; SL/TP calculés à partir de l'ATR et du spread (sl_mult≈2.0, tp_rr≈2.0).; session=newyork; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.11",SL,0.64,14584.69,14517.550339243171,-482.44966075682794
2025-07-10 03:20:00+00:00,EURUSD,buy,1.1745,1.1738417857142858,1.1759480714285715,1.1737617857142857,-72.26370495763622,"Session tokyo; la tendance et l'ADX/Supertrend s'alignent pour un buy (trend_buy_ok, adx14 élevé, supertrend_dir up), mais RSI14 élevé (85) pèse sur le trade. Volatilité mesurée (vol_rel et atr_ratio au-dessus des minima) justifie des SL/TP basés sur l'ATR et le spread: SL ≈0.000658, TP ≈0.001448.; session=tokyo; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.00",SL,1.03,14517.55,14445.286634285534,-554.7133657144642
2025-07-10 09:35:00+00:00,EURUSD,buy,1.1734900000000001,1.172743,1.1751334000000002,1.172663,-69.97960849404699,"London_open session; tendance BUY alignée: trend_buy_ok true et supertrend_dir up avec ADX14>=adx_min; volatilité modérée (atr≈0.000356, vol_rel>min, atr_ratio>min) et RSI neutre. SL/TP calculés avec sl_mult≈2.1 et tp_rr≈2.2 en tenant compte d'un loss_pressure élevé; l'alignement session/tendance justifie l'entrée.; session=london_open; conf_buy=1.00; conf_sell=1.00; vol_dyn=1.10/1.00",SL,0.9,14445.29,14375.307025791488,-624.6929742085111
2025-07-11 03:50:00+00:00,EURUSD,sell,1.1671099999999999,1.1683371428571427,1.1639194285714285,1.1684171428571428,-64.17057706551853,"tokyo session; tendance SELL confirmée par trend_sell_ok et supertrend_dir down, ADX élevé; slope_sma20<0 et dist_sma20<0; RSI très bas pénalise BUY mais soutient SELL; spread faible. SL/TP calculés via ATR: SL ≈0.00123, TP ≈0.00319.; session=tokyo; conf_buy=0.70; conf_sell=1.00; vol_dyn=1.10/1.00",SL,0.54,14375.31,14311.136448725969,-688.8635512740296
2025-07-11 05:20:00+00:00,EURUSD,sell,1.16739,1.168202857142857,1.1656017142857142,1.1682828571428572,-47.53208273546251,"tokyo session; tendance SELL forte (trend_sell_ok, supertrend_dir down, ADX>min, slope_sma20<0, slope_sma100<=0, dist_sma20<0); volatilité modérée avec ATR et vol_rel/atr_ratio au dessus des minima; RSI non extrême; SL/TP calculés à partir de ATR et spread.; session=tokyo; conf_buy=0.70; conf_sell=0.70; vol_dyn=1.10/1.00",SL,0.57,14311.14,14263.604365990506,-736.3956340094921
2025-07-14 10:20:00+00:00,EURUSD,sell,1.16737,1.1681478571428572,1.1656587142857142,1.1682278571428573,-48.237087465507614,"Session london_open; SELL aligné avec ADX>=min, supertrend_dir=down et trend_sell_ok; slope_sma20<0 et slope_sma100<=0; vol_rel et atr_ratio au-dessus des min et RSI non extrême. SL/TP calculés avec sl_mult≈1.8 et tp_rr≈2.2 à partir de l'ATR et du spread.; session=london_open; conf_buy=0.70; conf_sell=0.70; vol_dyn=1.10/1.00",SL,0.6,14263.6,14215.367278524998,-784.6327214749997
2025-07-16 09:35:00+00:00,EURUSD,buy,1.16223,1.1617465714285715,1.163196857142857,1.1616665714285714,-52.99670886633636,"London_open session; tendance haussière soutenue par trend_buy_ok, supertrend_dir up et ADX≥adx_min; volatilité modérée avec ATR et ATR_ratio satisfaisants et RSI non extrême; SL/TP calculés selon ATR et spread pour une gestion du risque.; session=london_open; conf_buy=0.70; conf_sell=0.70; vol_dyn=1.10/1.07",SL,0.96,14215.37,14162.370569658662,-837.629430341336
