time,symbol,action,entry,sl,tp,exit,pnl,reason,exit_reason,volume_lots,equity_before,equity_after,pnl_cum
2025-07-01 17:05:00+00:00,EURUSD,buy,1.1788,1.1773497142857143,1.1817005714285718,1.1773497142857143,-31.369057424092606,BUY: trend_buy_ok true + supertrend_dir up + adx14>=adx_min + slope_sma100>=0 + session=newyork. Vol/ATR modest; spread=0. Use conservative sl_mult (1.8) and tp_rr (~2.0) given loss_pressure=0.0.; conf=0.65; size×=0.50,SL,0.24,15000.0,14968.630942575908,-31.369057424092606
2025-07-02 13:20:00+00:00,EURUSD,sell,1.1776200000000001,1.178399142857143,1.1760617142857144,1.1760617142857144,57.92156063489975,Sell setup: trend_sell_ok & supertrend_dir down; adx14 >= adx_min; sma20 slope negative; sma100 slope <=0; dist_sma20 >0; session=newyork with overlap; vol_rel > vol_rel_min; atr_ratio > atr_ratio_min; spread_price=0; RSI not extreme.; conf=0.72; size×=0.52,TP,0.46,14968.63,15026.552503210807,26.552503210807142
2025-07-02 15:05:00+00:00,EURUSD,sell,1.17547,1.176352,1.1735296,1.176352,-32.07031627970618,"SELL setup: trend_sell_ok, supertrend_dir down, adx14 above adx_min, slope_sma20<0, slope_sma100<=0, dist_sma20<0, session=newyork with overlap; vol_rel and atr_ratio meet dynamic minima; no cooldown/kill_switch; spread negligible.; conf=0.68; size×=0.50",SL,0.39,15026.55,14994.482186931102,-5.517813068899034
2025-07-03 04:35:00+00:00,EURUSD,buy,1.18084,1.180312857142857,1.1819469999999999,1.180312857142857,-38.972610660128204,"BUY: strong trend signals (trend_buy_ok true, supertrend_dir up, adx14 36.26≥adx_min 20, slope_sma20>0, slope_sma100≥0, dist_sma20>0). vol_rel 1.149 and atr_ratio 1.121 exceed dynamic mins (1.1, 1.0). RSI 60.7 non-extreme; ATR_slope slightly negative but not prohibitive. Tokyo session (no London/New York bonus) but overall conditions favor long. ATR-based SL/TP calibrated with sl_mult=1.8 and tp_rr=2.1; results within risk constraints.; conf=0.75; size×=0.56",SL,0.75,14994.48,14955.509576270973,-44.49042372902724
2025-07-03 10:35:00+00:00,EURUSD,buy,1.18092,1.1800314285714286,1.183408,1.1800314285714286,-32.28891921926563,"BUY signal favorable: trend_buy_ok, supertrend_dir up, adx14>=adx_min, slope_sma20>0, slope_sma100>=0, dist_sma20>0, session london_open; RSI 74.6 est impose penalty but not eliminating; ATR-based SL/TP with loss_pressure 1.5; vol_rel/atr_ratio supportive; spread neutral.; conf=0.68; size×=0.50",SL,0.39,14955.51,14923.220657051708,-76.77934294829288
2025-07-03 11:50:00+00:00,EURUSD,buy,1.17998,1.1790942857142857,1.18184,1.1790942857142857,-36.32129426588021,"Strong buy setup: trend_buy_ok, supertrend_dir up, adx14 >= adx_min, slope_sma20 >0, slope_sma100 >=0, session london_open. dist_sma20 is negative (not supportive), but overall alignment +_loss_pressure clue favors long; volatility/ATR moderate; spread zero.; conf=0.75; size×=0.56",SL,0.44,14923.22,14886.899362785827,-113.10063721417309
2025-07-03 15:50:00+00:00,EURUSD,sell,1.17243,1.1750930700000002,1.16444079,1.1750930700000002,-30.43959791194093,"SELL: strong trend confirmation (trend_sell_ok, supertrend_dir down, adx14 >= adx_min, negative slope_sma20, negative dist_sma20) + session overlap in NY. RSI=21.83 penalizes SELL but edge remains due to multiple positives and high loss_pressure. Volatility metrics (vol_rel, atr_ratio) exceed dynamic thresholds; cooldown/kill_switch inactive; spread_price=0.; conf=0.72; size×=0.52",SL,0.13,14886.9,14856.459764873885,-143.54023512611403
2025-07-03 16:50:00+00:00,EURUSD,sell,1.17673,1.179046,1.1714032,1.1714032,89.47156041556431,"SELL signal driven by trend_sell_ok and indicator alignment: supertrend_dir down, adx14>=adx_min, slope_sma20<0, slope_sma100<=0, session=newyork; RSI not extreme; vol_rel and atr_ratio exceed dynamic min; loss_pressure high (3.0) → conservative edge; ATR-based risk controls applied.; conf=0.82; size×=0.67",TP,0.2,14856.46,14945.93132528945,-54.068674710549715
2025-07-07 19:50:00+00:00,EURUSD,sell,1.17059,1.1719477142857144,1.166516857142857,1.1719477142857144,-45.43910060853395,"SELL privilégié: trend_sell_ok true, supertrend_dir down, adx14 ≥ adx_min, slope_sma20 < 0, slope_sma100 ≤ 0, dist_sma20 < 0, session=newyork, is_session_overlap=0; RSI 28.5 loin des extrêmes d’achat/vente; vol_rel et atr_ratio robustes (> min); spread 0; respect des règles dynamiques et des seuils de risque.; conf=0.85; size×=0.72",SL,0.37,14945.93,14900.492224680916,-99.50777531908366
2025-07-08 05:50:00+00:00,EURUSD,buy,1.17441,1.17376071,1.17596829,1.17376071,-33.06257339769991,"BUY: trend_buy_ok +, supertrend_dir up +, adx14 >= adx_min +, slope_sma20 >0 +, slope_sma100 >=0 +, dist_sma20 >0 +, vol_rel > vol_rel_min & atr_ratio > min, session Tokyo reduces weight, loss_pressure = 1.0 (moderate); conf=0.66; size×=0.50",SL,0.53,14900.49,14867.429651283217,-132.57034871678357
